"","Text","Types","Tokens","Sentences","Article","Date","Category","Trump","Clinton","Cruz","Sanders","Kasich","Sentiment"
"Thieves in Sweden Appear to Blow up Building for ATM Cash_2016-03-21_News.txt","Thieves in Sweden Appear to Blow up Building for ATM Cash_2016-03-21_News.txt",16,17,1,"Thieves in Sweden Appear to Blow up Building for ATM Cash",2016-03-21,"News",0,0,0,0,0,3
"Think Tank Announces It Will Fight Governments Demands to Turn Over Climate Change Documents_2016-04-12_politics.txt","Think Tank Announces It Will Fight Governments Demands to Turn Over Climate Change Documents_2016-04-12_politics.txt",295,564,23,"Think Tank Announces It Will Fight Governments Demands to Turn Over Climate Change Documents",2016-04-12,"politics",0,0,0,0,0,2
"Think the NHS is in poor health  Try being ill under the US system   Arwa Mahdawi _2016-5-03_News.txt","Think the NHS is in poor health  Try being ill under the US system   Arwa Mahdawi _2016-5-03_News.txt",0,0,0,"Think the NHS is in poor health  Try being ill under the US system   Arwa Mahdawi ",2016-05-03,"News",0,0,0,0,0,0
"This 'Game of Thrones' Card Game Is as Addictive as the TV Show _2016-5-02_News.txt","This 'Game of Thrones' Card Game Is as Addictive as the TV Show _2016-5-02_News.txt",551,1103,43,"This 'Game of Thrones' Card Game Is as Addictive as the TV Show ",2016-05-02,"News",0,0,0,0,0,16
"This Company Fired Muslims Who Wanted To Pray On The Job. Now The Workers Are Fighting Back. _2016-05-02_Politics.txt","This Company Fired Muslims Who Wanted To Pray On The Job. Now The Workers Are Fighting Back. _2016-05-02_Politics.txt",281,511,19,"This Company Fired Muslims Who Wanted To Pray On The Job. Now The Workers Are Fighting Back. ",2016-05-02,"Politics",0,0,0,0,0,-22
"This Elections Speeches Have Been Awful _2016-04-28_Politics.txt","This Elections Speeches Have Been Awful _2016-04-28_Politics.txt",577,1175,78,"This Elections Speeches Have Been Awful ",2016-04-28,"Politics",1,1,1,1,1,26
"This Fractal Generator Is More Beautiful Than the Hypnotic Patterns it Creates_2016-03-21_Tech.txt","This Fractal Generator Is More Beautiful Than the Hypnotic Patterns it Creates_2016-03-21_Tech.txt",102,143,8,"This Fractal Generator Is More Beautiful Than the Hypnotic Patterns it Creates",2016-03-21,"Tech",0,0,0,0,0,7
"This is Android Ns Freeform Window Mode_2016-03-21_Tech.txt","This is Android Ns Freeform Window Mode_2016-03-21_Tech.txt",517,1566,84,"This is Android Ns Freeform Window Mode",2016-03-21,"Tech",0,0,0,0,0,-2
"This Is How I Cook  Gena Hamshaw_2016-01-29_Cooking.txt","This Is How I Cook  Gena Hamshaw_2016-01-29_Cooking.txt",427,1039,60,"This Is How I Cook  Gena Hamshaw",2016-01-29,"Cooking",0,0,0,0,0,63
"This is making it worse for Sanders  If you are still feeling the Bern  heres how not to help_2016-03-21_News.txt","This is making it worse for Sanders  If you are still feeling the Bern  heres how not to help_2016-03-21_News.txt",220,370,18,"This is making it worse for Sanders  If you are still feeling the Bern  heres how not to help",2016-03-21,"News",0,1,0,1,0,-7
"This Is the Easiest Way to Make a Big Batch of Tacos  Delicious Links_2016-03-21_Cooking.txt","This Is the Easiest Way to Make a Big Batch of Tacos  Delicious Links_2016-03-21_Cooking.txt",23,25,2,"This Is the Easiest Way to Make a Big Batch of Tacos  Delicious Links",2016-03-21,"Cooking",0,0,0,0,0,0
"This Is The Most Covered Up Youll Ever See Jennifer Lopez_2016-03-21_News.txt","This Is The Most Covered Up Youll Ever See Jennifer Lopez_2016-03-21_News.txt",105,131,8,"This Is The Most Covered Up Youll Ever See Jennifer Lopez",2016-03-21,"News",0,0,0,0,0,10
"This ludicrous election to replace Lord Avebury should be boycotted   John Lubbock and Seth Thvoz_2016-04-18_news.txt","This ludicrous election to replace Lord Avebury should be boycotted   John Lubbock and Seth Thvoz_2016-04-18_news.txt",0,0,0,"This ludicrous election to replace Lord Avebury should be boycotted   John Lubbock and Seth Thvoz",2016-04-18,"news",0,0,0,0,0,0
"This Morning from CBS News March 21 2016 - CBS News_2016-03-21_News.txt","This Morning from CBS News March 21 2016 - CBS News_2016-03-21_News.txt",332,487,43,"This Morning from CBS News March 21 2016 - CBS News",2016-03-21,"News",1,0,0,0,1,-1
"This Morning from CBS News, May 2, 2016 - CBS News _2016-5-02_News.txt","This Morning from CBS News, May 2, 2016 - CBS News _2016-5-02_News.txt",0,0,0,"This Morning from CBS News, May 2, 2016 - CBS News ",2016-05-02,"News",0,0,0,0,0,0
"This new device claims to be the  off switch for menstrual pain.  And it might actually work. _2016-5-03_News.txt","This new device claims to be the  off switch for menstrual pain.  And it might actually work. _2016-5-03_News.txt",405,886,47,"This new device claims to be the  off switch for menstrual pain.  And it might actually work. ",2016-05-03,"News",0,0,0,0,0,16
"This New Hannah Arendt Documentary Is a Warning About the Fascist Within Us All_2016-04-11_News.txt","This New Hannah Arendt Documentary Is a Warning About the Fascist Within Us All_2016-04-11_News.txt",539,1321,71,"This New Hannah Arendt Documentary Is a Warning About the Fascist Within Us All",2016-04-11,"News",1,0,1,0,0,-24
"This photographer stitched together 3,000 tiny photos to reveal the splendor of insects _2016-5-03_News.txt","This photographer stitched together 3,000 tiny photos to reveal the splendor of insects _2016-5-03_News.txt",194,315,14,"This photographer stitched together 3,000 tiny photos to reveal the splendor of insects ",2016-05-03,"News",0,0,0,0,0,21
"This Restless House five-star review  Zinnie Harris's electrifying Oresteia _2016-5-03_News.txt","This Restless House five-star review  Zinnie Harris's electrifying Oresteia _2016-5-03_News.txt",326,551,26,"This Restless House five-star review  Zinnie Harris's electrifying Oresteia ",2016-05-03,"News",0,0,0,0,0,-3
"This Team of Brave Female Volunteers Is Fighting Polio in Pakistan _2016-5-02_News.txt","This Team of Brave Female Volunteers Is Fighting Polio in Pakistan _2016-5-02_News.txt",154,238,10,"This Team of Brave Female Volunteers Is Fighting Polio in Pakistan ",2016-05-02,"News",0,0,0,0,0,-2
"This Week in Fiction  Ian McEwan on Literary Crimes_2016-03-21_News.txt","This Week in Fiction  Ian McEwan on Literary Crimes_2016-03-21_News.txt",417,826,53,"This Week in Fiction  Ian McEwan on Literary Crimes",2016-03-21,"News",0,0,0,0,0,14
"Though cancer may slow Najee Ali down, the L.A. activist keeps up the fight for justice through social media_2016-04-18_news.txt","Though cancer may slow Najee Ali down, the L.A. activist keeps up the fight for justice through social media_2016-04-18_news.txt",561,1235,78,"Though cancer may slow Najee Ali down, the L.A. activist keeps up the fight for justice through social media",2016-04-18,"news",0,0,0,0,0,-24
"Three crewmembers set to blast off for International Space Station_2016-03-18_News.txt","Three crewmembers set to blast off for International Space Station_2016-03-18_News.txt",200,329,16,"Three crewmembers set to blast off for International Space Station",2016-03-18,"News",0,0,0,0,0,7
"Three Dinner Menus that Shout I LOVE YOU_2016-02-12_Cooking.txt","Three Dinner Menus that Shout I LOVE YOU_2016-02-12_Cooking.txt",146,207,17,"Three Dinner Menus that Shout I LOVE YOU",2016-02-12,"Cooking",0,0,0,0,0,9
"Three Earth-like planets discovered orbiting dwarf star - CNN _2016-5-02_News.txt","Three Earth-like planets discovered orbiting dwarf star - CNN _2016-5-02_News.txt",495,1863,97,"Three Earth-like planets discovered orbiting dwarf star - CNN ",2016-05-02,"News",0,0,0,0,0,26
"Three French soldiers killed in Mali mine blast_2016-04-13_News.txt","Three French soldiers killed in Mali mine blast_2016-04-13_News.txt",117,191,7,"Three French soldiers killed in Mali mine blast",2016-04-13,"News",0,0,0,0,0,-1
"Three newly discovered Earth-sized planets may be prime spot to hunt alien life _2016-5-03_News.txt","Three newly discovered Earth-sized planets may be prime spot to hunt alien life _2016-5-03_News.txt",317,609,29,"Three newly discovered Earth-sized planets may be prime spot to hunt alien life ",2016-05-03,"News",0,0,0,0,0,10
"Thursday Inspiration_2016-03-10_Cooking.txt","Thursday Inspiration_2016-03-10_Cooking.txt",178,268,22,"Thursday Inspiration",2016-03-10,"Cooking",0,0,0,0,0,8
"Tight squeeze  Economics make border drug tunnels narrower _2016-5-03_News.txt","Tight squeeze  Economics make border drug tunnels narrower _2016-5-03_News.txt",610,1486,86,"Tight squeeze  Economics make border drug tunnels narrower ",2016-05-03,"News",0,0,0,0,0,7
"Tighter supply, tougher rules rattle key U.S. funding market_2016-04-13_News.txt","Tighter supply, tougher rules rattle key U.S. funding market_2016-04-13_News.txt",0,0,0,"Tighter supply, tougher rules rattle key U.S. funding market",2016-04-13,"News",0,0,0,0,0,0
"Tim Cook  iPhones that will drive people to upgrade are on their way _2016-5-03_News.txt","Tim Cook  iPhones that will drive people to upgrade are on their way _2016-5-03_News.txt",296,656,30,"Tim Cook  iPhones that will drive people to upgrade are on their way ",2016-05-03,"News",0,0,0,0,0,-3
"Time-lapse view from a steamy Coachella, Day 3  So long, sun, you won't be missed_2016-04-17_news.txt","Time-lapse view from a steamy Coachella, Day 3  So long, sun, you won't be missed_2016-04-17_news.txt",73,94,5,"Time-lapse view from a steamy Coachella, Day 3  So long, sun, you won't be missed",2016-04-17,"news",0,0,0,0,0,2
"Tiny proportion of stalking cases recorded by police, data suggests_2016-04-18_news.txt","Tiny proportion of stalking cases recorded by police, data suggests_2016-04-18_news.txt",363,823,38,"Tiny proportion of stalking cases recorded by police, data suggests",2016-04-18,"news",0,0,0,0,0,-33
"Tips, links and suggestions  what are you reading this week  _2016-5-03_News.txt","Tips, links and suggestions  what are you reading this week  _2016-5-03_News.txt",489,911,64,"Tips, links and suggestions  what are you reading this week  ",2016-05-03,"News",0,0,0,0,0,46
"To feel better, eat less (yes, even if you're not overweight) _2016-5-02_News.txt","To feel better, eat less (yes, even if you're not overweight) _2016-5-02_News.txt",361,758,32,"To feel better, eat less (yes, even if you're not overweight) ",2016-05-02,"News",0,0,0,0,0,-19
"Today  Ecuador and Japan Dig Out. When 'Independent' Isn't._2016-04-18_news.txt","Today  Ecuador and Japan Dig Out. When 'Independent' Isn't._2016-04-18_news.txt",451,827,70,"Today  Ecuador and Japan Dig Out. When 'Independent' Isn't.",2016-04-18,"news",1,0,0,0,0,-16
"Tom Joness 1950s  The Decade That Made Me review  how TB and rocknroll shaped the pop star_2016-04-18_news.txt","Tom Joness 1950s  The Decade That Made Me review  how TB and rocknroll shaped the pop star_2016-04-18_news.txt",416,768,48,"Tom Joness 1950s  The Decade That Made Me review  how TB and rocknroll shaped the pop star",2016-04-18,"news",0,0,0,0,0,29
"Toni Tennille  I never cheated on the Captain - Fox News_2016-03-21_News.txt","Toni Tennille  I never cheated on the Captain - Fox News_2016-03-21_News.txt",315,793,67,"Toni Tennille  I never cheated on the Captain - Fox News",2016-03-21,"News",0,0,0,0,0,22
"Tony awards  Hamilton musical makes history with 16 nominations _2016-5-03_News.txt","Tony awards  Hamilton musical makes history with 16 nominations _2016-5-03_News.txt",275,468,22,"Tony awards  Hamilton musical makes history with 16 nominations ",2016-05-03,"News",0,0,0,0,0,20
"Tonys  'Hamilton' shatters record _2016-5-03_News.txt","Tonys  'Hamilton' shatters record _2016-5-03_News.txt",291,625,40,"Tonys  'Hamilton' shatters record ",2016-05-03,"News",0,0,0,0,0,27
"Top 10 best surfing videos_2016-04-18_news.txt","Top 10 best surfing videos_2016-04-18_news.txt",348,629,79,"Top 10 best surfing videos",2016-04-18,"news",0,0,0,0,0,35
"Top 10 industrial-chic hotels and hostels_2016-04-18_news.txt","Top 10 industrial-chic hotels and hostels_2016-04-18_news.txt",634,1354,67,"Top 10 industrial-chic hotels and hostels",2016-04-18,"news",0,0,0,0,0,28
"Top 15 Recipes of 2015_2015-12-28_Cooking.txt","Top 15 Recipes of 2015_2015-12-28_Cooking.txt",332,720,58,"Top 15 Recipes of 2015",2015-12-28,"Cooking",0,0,0,0,0,60
"Top Dogs_2016-03-21_News.txt","Top Dogs_2016-03-21_News.txt",397,775,56,"Top Dogs",2016-03-21,"News",1,0,0,0,0,33
"Tottenhams Danny Rose apologises for setting bad example in Chelsea draw _2016-5-03_News.txt","Tottenhams Danny Rose apologises for setting bad example in Chelsea draw _2016-5-03_News.txt",303,604,35,"Tottenhams Danny Rose apologises for setting bad example in Chelsea draw ",2016-05-03,"News",0,0,0,0,0,22
"Touring Mexico City with a chef starts at an open-air market and ends with tacos al pastor and wine_2016-03-21_News.txt","Touring Mexico City with a chef starts at an open-air market and ends with tacos al pastor and wine_2016-03-21_News.txt",339,716,38,"Touring Mexico City with a chef starts at an open-air market and ends with tacos al pastor and wine",2016-03-21,"News",0,0,0,0,0,24
"Tourist pot complaints up at Colorado emergency rooms _2016-2-25_News.txt","Tourist pot complaints up at Colorado emergency rooms _2016-2-25_News.txt",91,156,8,"Tourist pot complaints up at Colorado emergency rooms ",2016-02-25,"News",0,0,0,0,0,-3
"Tourist pot complaints up at Colorado emergency rooms_2016-02-25_news.txt","Tourist pot complaints up at Colorado emergency rooms_2016-02-25_news.txt",91,156,8,"Tourist pot complaints up at Colorado emergency rooms",2016-02-25,"news",0,0,0,0,0,-3
"Tracking elephants as new railway cuts Kenya_2016-04-18_news.txt","Tracking elephants as new railway cuts Kenya_2016-04-18_news.txt",381,718,27,"Tracking elephants as new railway cuts Kenya",2016-04-18,"news",0,0,0,0,0,-3
"Trade Case to Target U.S. Imports of Raw Aluminum_2016-04-18_news.txt","Trade Case to Target U.S. Imports of Raw Aluminum_2016-04-18_news.txt",358,757,40,"Trade Case to Target U.S. Imports of Raw Aluminum",2016-04-18,"news",1,0,0,0,0,2
"Trade Opponents Leak Documents They Say Show Corporate Influence _2016-5-02_News.txt","Trade Opponents Leak Documents They Say Show Corporate Influence _2016-5-02_News.txt",237,404,22,"Trade Opponents Leak Documents They Say Show Corporate Influence ",2016-05-02,"News",0,0,0,0,0,8
"Trail Blazers experience second-half blues against the Clippers in Game 1_2016-04-17_news.txt","Trail Blazers experience second-half blues against the Clippers in Game 1_2016-04-17_news.txt",225,497,33,"Trail Blazers experience second-half blues against the Clippers in Game 1",2016-04-17,"news",0,0,0,0,0,7
"Travel Briefs  Tourism Growth NM Events Calif. Campgrounds_2016-03-21_News.txt","Travel Briefs  Tourism Growth NM Events Calif. Campgrounds_2016-03-21_News.txt",16,17,1,"Travel Briefs  Tourism Growth NM Events Calif. Campgrounds",2016-03-21,"News",0,0,0,0,0,3
"Treading the Met Galas Red Carpet _2016-5-03_News.txt","Treading the Met Galas Red Carpet _2016-5-03_News.txt",28,31,2,"Treading the Met Galas Red Carpet ",2016-05-03,"News",0,0,0,0,0,7
"Trial program takes new approach to teaching English learners_2016-04-18_news.txt","Trial program takes new approach to teaching English learners_2016-04-18_news.txt",487,1235,67,"Trial program takes new approach to teaching English learners",2016-04-18,"news",0,0,0,0,0,23
"Tripoli holds its breath as new Libya government seeks unity_2016-04-18_news.txt","Tripoli holds its breath as new Libya government seeks unity_2016-04-18_news.txt",403,823,61,"Tripoli holds its breath as new Libya government seeks unity",2016-04-18,"news",0,0,0,0,0,21
"Tristram Hunt  Labour must end equivocation on devolution_2016-04-18_news.txt","Tristram Hunt  Labour must end equivocation on devolution_2016-04-18_news.txt",206,392,13,"Tristram Hunt  Labour must end equivocation on devolution",2016-04-18,"news",0,0,0,0,0,26
"Trump  'We can't continue to allow China to rape our country' - CNN _2016-5-02_News.txt","Trump  'We can't continue to allow China to rape our country' - CNN _2016-5-02_News.txt",189,366,21,"Trump  'We can't continue to allow China to rape our country' - CNN ",2016-05-02,"News",1,1,1,0,0,-17
"Trump  Clinton was 'screaming' at... _2016-05-03_Politics.txt","Trump  Clinton was 'screaming' at... _2016-05-03_Politics.txt",17,18,3,"Trump  Clinton was 'screaming' at... ",2016-05-03,"Politics",1,1,0,0,0,-2
"Trump  Gov. Pence's Cruz endorsement is 'very weak' _2016-05-02_Politics.txt","Trump  Gov. Pence's Cruz endorsement is 'very weak' _2016-05-02_Politics.txt",257,478,35,"Trump  Gov. Pence's Cruz endorsement is 'very weak' ",2016-05-02,"Politics",1,0,1,0,0,27
